paleta;nome_cor;codigo_hexadecimal;codigo_rgb;codigo_cmyk
"PANTONE";"2151 C";"#256BA2";"37,107,162";"77,34,0,36"
"PANTONE";"2152 C";"#1A658F";"26,101,143";"82,29,0,44"
"PANTONE";"2153 C";"#00567E";"0,86,126";"100,32,0,51"
"PANTONE";"2154 C";"#004680";"0,70,128";"100,45,0,50"
"PANTONE";"2183 C";"#0092BD";"0,146,189";"100,23,0,26"
"PANTONE";"2184 C";"#0084D4";"0,132,212";"100,38,0,17"
"PANTONE";"2185 C";"#0076A5";"0,118,165";"100,28,0,35"
"PANTONE";"2186 C";"#004986";"0,73,134";"100,46,0,47"
"PANTONE";"2187 C";"#004677";"0,70,119";"100,41,0,53"
"PANTONE";"2188 C";"#00426A";"0,66,106";"100,38,0,58"
"PANTONE";"2189 C";"#003349";"0,51,73";"100,30,0,71"
"PANTONE";"2190 C";"#56B7E6";"86,183,230";"63,20,0,10"
"PANTONE";"2191 C";"#00A3E1";"0,163,225";"100,28,0,12"
"PANTONE";"2192 C";"#0091DA";"0,145,218";"100,33,0,15"
"PANTONE";"2193 C";"#0090DA";"0,144,218";"100,34,0,15"
"PANTONE";"2194 C";"#0086D6";"0,134,214";"100,37,0,16"
"PANTONE";"2195 C";"#0077CF";"0,119,207";"100,43,0,19"
"PANTONE";"2196 C";"#0069B1";"0,105,177";"100,41,0,31"
"PANTONE";"2176 C";"#A6B8C1";"166,184,193";"14,5,0,24"
"PANTONE";"2177 C";"#7FA0AC";"127,160,172";"26,7,0,33"
"PANTONE";"2178 C";"#6B8F9C";"107,143,156";"31,8,0,39"
"PANTONE";"2179 C";"#527A8A";"82,122,138";"41,12,0,46"
"PANTONE";"2180 C";"#3F6C7D";"63,108,125";"50,14,0,51"
"PANTONE";"2181 C";"#2B5B6C";"43,91,108";"60,16,0,58"
"PANTONE";"2182 C";"#174A5B";"23,74,91";"75,19,0,64"
"PANTONE";"2204 C";"#AFCDD7";"175,205,215";"19,5,0,16"
"PANTONE";"2205 C";"#89B2C4";"137,178,196";"30,9,0,23"
"PANTONE";"2206 C";"#779FB5";"119,159,181";"34,12,0,29"
"PANTONE";"2207 C";"#659AB1";"101,154,177";"43,13,0,31"
"PANTONE";"2208 C";"#5489A3";"84,137,163";"48,16,0,36"
"PANTONE";"2209 C";"#4A86A0";"74,134,160";"54,16,0,37"
"PANTONE";"2210 C";"#074F71";"7,79,113";"94,30,0,56"
"PANTONE";"2197 C";"#74D2E7";"116,210,231";"50,9,0,9"
"PANTONE";"2198 C";"#4AC9E3";"74,201,227";"67,11,0,11"
"PANTONE";"2199 C";"#00BBDC";"0,187,220";"100,15,0,14"
"PANTONE";"2200 C";"#05A9C7";"5,169,199";"97,15,0,22"
"PANTONE";"2201 C";"#00AED6";"0,174,214";"100,19,0,16"
"PANTONE";"2202 C";"#00A5DF";"0,165,223";"100,26,0,13"
"PANTONE";"2203 C";"#0087AE";"0,135,174";"100,22,0,32"
"PANTONE";"2218 C";"#72B0BD";"114,176,189";"40,7,0,26"
"PANTONE";"2219 C";"#5DA3B2";"93,163,178";"48,8,0,30"
"PANTONE";"2220 C";"#4797A8";"71,151,168";"58,10,0,34"
"PANTONE";"2221 C";"#2D8C9E";"45,140,158";"72,11,0,38"
"PANTONE";"2222 C";"#1D8296";"29,130,150";"81,13,0,41"
"PANTONE";"2223 C";"#00788D";"0,120,141";"100,15,0,45"
"PANTONE";"2224 C";"#006980";"0,105,128";"100,18,0,50"
"PANTONE";"2225 C";"#78D5E1";"120,213,225";"47,5,0,12"
"PANTONE";"2226 C";"#3CCBDA";"60,203,218";"72,7,0,15"
"PANTONE";"2227 C";"#59BEC9";"89,190,201";"56,5,0,21"
"PANTONE";"2228 C";"#00A5BD";"0,165,189";"100,13,0,26"
"PANTONE";"2229 C";"#009CB6";"0,156,182";"100,14,0,29"
"PANTONE";"2230 C";"#008CA0";"0,140,160";"100,12,0,37"
"PANTONE";"2231 C";"#007C91";"0,124,145";"100,14,0,43"
"PANTONE";"2211 C";"#6F9BA4";"111,155,164";"32,5,0,36"
"PANTONE";"2212 C";"#508590";"80,133,144";"44,8,0,44"
"PANTONE";"2213 C";"#337179";"51,113,121";"58,7,0,53"
"PANTONE";"2214 C";"#2F6F7A";"47,111,122";"61,9,0,52"
"PANTONE";"2215 C";"#2E5665";"46,86,101";"54,15,0,60"
"PANTONE";"2216 C";"#2D4D58";"45,77,88";"49,12,0,65"
"PANTONE";"2217 C";"#003A40";"0,58,64";"100,9,0,75"
"PANTONE";"2232 C";"#71B0B4";"113,176,180";"37,2,0,29"
"PANTONE";"2233 C";"#58A7AF";"88,167,175";"50,5,0,31"
"PANTONE";"2234 C";"#4F9FA6";"79,159,166";"52,4,0,35"
"PANTONE";"2235 C";"#28939C";"40,147,156";"74,6,0,39"
"PANTONE";"2236 C";"#2C9199";"44,145,153";"71,5,0,40"
"PANTONE";"2237 C";"#05868E";"5,134,142";"96,6,0,44"
"PANTONE";"2238 C";"#006975";"0,105,117";"100,10,0,54"
"PANTONE";"2239 C";"#00CFB4";"0,207,180";"100,0,13,19"
"PANTONE";"2240 C";"#00C19F";"0,193,159";"100,0,18,24"
"PANTONE";"2241 C";"#58A291";"88,162,145";"46,0,10,36"
"PANTONE";"2242 C";"#00A376";"0,163,118";"100,0,28,36"
"PANTONE";"2243 C";"#00957A";"0,149,122";"100,0,18,42"
"PANTONE";"2244 C";"#1B806D";"27,128,109";"79,0,15,50"
"PANTONE";"2245 C";"#008655";"0,134,85";"100,0,37,47"
"PANTONE";"2246 C";"#A8D5BA";"168,213,186";"21,0,13,16"
"PANTONE";"2247 C";"#77C19A";"119,193,154";"38,0,20,24"
"PANTONE";"2248 C";"#71B790";"113,183,144";"38,0,21,28"
"PANTONE";"2249 C";"#5CAA7F";"92,170,127";"46,0,25,33"
"PANTONE";"2250 C";"#00B373";"0,179,115";"100,0,36,30"
"PANTONE";"2251 C";"#00AD6F";"0,173,111";"100,0,36,32"
"PANTONE";"2252 C";"#00A74A";"0,167,74";"100,0,56,35"
"PANTONE";"2253 C";"#BDE9C9";"189,233,201";"19,0,14,9"
"PANTONE";"2254 C";"#ADDFB3";"173,223,179";"22,0,20,13"
"PANTONE";"2255 C";"#86D295";"134,210,149";"36,0,29,18"
"PANTONE";"2256 C";"#56C271";"86,194,113";"56,0,42,24"
"PANTONE";"2257 C";"#00AD50";"0,173,80";"100,0,54,32"
"PANTONE";"2258 C";"#008522";"0,133,34";"100,0,74,48"
"PANTONE";"2259 C";"#027223";"2,114,35";"98,0,69,55"
"PANTONE";"2260 C";"#B6CFAE";"182,207,174";"12,0,16,19"
"PANTONE";"2261 C";"#9ABB91";"154,187,145";"18,0,22,27"
"PANTONE";"2262 C";"#8CAC89";"140,172,137";"19,0,20,33"
"PANTONE";"2263 C";"#74956C";"116,149,108";"22,0,28,42"
"PANTONE";"2264 C";"#6B9560";"107,149,96";"28,0,36,42"
"PANTONE";"2265 C";"#5C7E51";"92,126,81";"27,0,36,51"
"PANTONE";"2266 C";"#335525";"51,85,37";"40,0,56,67"
"PANTONE";"2267 C";"#9BE198";"155,225,152";"31,0,32,12"
"PANTONE";"2268 C";"#79D97C";"121,217,124";"44,0,43,15"
"PANTONE";"2269 C";"#7CCC6C";"124,204,108";"39,0,47,20"
"PANTONE";"2270 C";"#2CC84D";"44,200,77";"78,0,62,22"
"PANTONE";"2271 C";"#00BB31";"0,187,49";"100,0,74,27"
"PANTONE";"2272 C";"#009A17";"0,154,23";"100,0,85,40"
"PANTONE";"2273 C";"#257226";"37,114,38";"68,0,67,55"
"PANTONE";"2274 C";"#CFDCB1";"207,220,177";"6,0,20,14"
"PANTONE";"2275 C";"#C3DC93";"195,220,147";"11,0,33,14"
"PANTONE";"2276 C";"#89A84F";"137,168,79";"18,0,53,34"
"PANTONE";"2277 C";"#55951B";"85,149,27";"43,0,82,42"
"PANTONE";"2278 C";"#4E801F";"78,128,31";"39,0,76,50"
"PANTONE";"2279 C";"#5E7E29";"94,126,41";"25,0,67,51"
"PANTONE";"2280 C";"#4A6A1D";"74,106,29";"30,0,73,58"
"PANTONE";"2281 C";"#D9EA9A";"217,234,154";"7,0,34,8"
"PANTONE";"2282 C";"#C7E995";"199,233,149";"15,0,36,9"
"PANTONE";"2283 C";"#A7E163";"167,225,99";"26,0,56,12"
"PANTONE";"2284 C";"#B3D57C";"179,213,124";"16,0,42,16"
"PANTONE";"2285 C";"#93DA49";"147,218,73";"33,0,67,15"
"PANTONE";"2286 C";"#7ACC00";"122,204,0";"40,0,100,20"
"PANTONE";"2287 C";"#5BC500";"91,197,0";"54,0,100,23"
"PANTONE";"2288 C";"#C8E379";"200,227,121";"12,0,47,11"
"PANTONE";"2289 C";"#C5D97A";"197,217,122";"9,0,44,15"
"PANTONE";"2290 C";"#AADB1E";"170,219,30";"22,0,86,14"
"PANTONE";"2291 C";"#A7D500";"167,213,0";"22,0,100,16"
"PANTONE";"2292 C";"#93C90F";"147,201,15";"27,0,93,21"
"PANTONE";"2293 C";"#8BC400";"139,196,0";"29,0,100,23"
"PANTONE";"2294 C";"#78AA00";"120,170,0";"29,0,100,33"
"PANTONE";"2295 C";"#E0EC89";"224,236,137";"5,0,42,7"
"PANTONE";"2296 C";"#D6E865";"214,232,101";"8,0,56,9"
"PANTONE";"2297 C";"#C0DF16";"192,223,22";"14,0,90,13"
"PANTONE";"2298 C";"#B7DB57";"183,219,87";"16,0,60,14"
"PANTONE";"2299 C";"#A4D233";"164,210,51";"22,0,76,18"
"PANTONE";"2300 C";"#A9C23F";"169,194,63";"13,0,68,24"
"PANTONE";"2301 C";"#8FAD15";"143,173,21";"17,0,88,32"
"PANTONE";"2302 C";"#AEB862";"174,184,98";"5,0,47,28"
"PANTONE";"2303 C";"#9EB356";"158,179,86";"12,0,52,30"
"PANTONE";"2304 C";"#A0AB4D";"160,171,77";"6,0,55,33"
"PANTONE";"2305 C";"#9EA700";"158,167,0";"5,0,100,35"
"PANTONE";"2306 C";"#808C24";"128,140,36";"9,0,74,45"
"PANTONE";"2307 C";"#686F12";"104,111,18";"6,0,84,56"
"PANTONE";"2308 C";"#5D551D";"93,85,29";"0,9,69,64"
"PANTONE";"2323 C";"#B8B298";"184,178,152";"0,3,17,28"
"PANTONE";"2324 C";"#B2A384";"178,163,132";"0,8,26,30"
"PANTONE";"2325 C";"#A09074";"160,144,116";"0,10,28,37"
"PANTONE";"2326 C";"#8B7C5E";"139,124,94";"0,11,32,45"
"PANTONE";"2327 C";"#837A58";"131,122,88";"0,7,33,49"
"PANTONE";"2328 C";"#786748";"120,103,72";"0,14,40,53"
"PANTONE";"2329 C";"#68593C";"104,89,60";"0,14,42,59"
"PANTONE";"2316 C";"#BD9A7A";"189,154,122";"0,19,35,26"
"PANTONE";"2317 C";"#B4875E";"180,135,94";"0,25,48,29"
"PANTONE";"2318 C";"#A47449";"164,116,73";"0,29,55,36"
"PANTONE";"2319 C";"#8C5C30";"140,92,48";"0,34,66,45"
"PANTONE";"2320 C";"#714623";"113,70,35";"0,38,69,56"
"PANTONE";"2321 C";"#6F5138";"111,81,56";"0,27,50,56"
"PANTONE";"2322 C";"#4E3524";"78,53,36";"0,32,54,69"
"PANTONE";"2309 C";"#E7CEB5";"231,206,181";"0,11,22,9"
"PANTONE";"2310 C";"#D9C0A9";"217,192,169";"0,12,22,15"
"PANTONE";"2311 C";"#CDA786";"205,167,134";"0,19,35,20"
"PANTONE";"2312 C";"#B79A81";"183,154,129";"0,16,30,28"
"PANTONE";"2313 C";"#C39367";"195,147,103";"0,25,47,24"
"PANTONE";"2314 C";"#AC7644";"172,118,68";"0,31,60,33"
"PANTONE";"2315 C";"#914910";"145,73,16";"0,50,89,43"
"PANTONE";"2330 C";"#CFCDC9";"207,205,201";"0,1,3,19"
"PANTONE";"2331 C";"#AEA8A5";"174,168,165";"0,3,5,32"
"PANTONE";"2332 C";"#8C8985";"140,137,133";"0,2,5,45"
"PANTONE";"2333 C";"#716E6A";"113,110,106";"0,3,6,56"
"PANTONE";"2334 C";"#6C6463";"108,100,99";"0,7,8,58"
"PANTONE";"2335 C";"#5E5047";"94,80,71";"0,15,24,63"
"PANTONE";"2336 C";"#4E4B48";"78,75,72";"0,4,8,69"
"PANTONE";"2337 C";"#F8C1B8";"248,193,184";"0,22,26,3"
"PANTONE";"2338 C";"#DEA39C";"222,163,156";"0,27,30,13"
"PANTONE";"2339 C";"#F09491";"240,148,145";"0,38,40,6"
"PANTONE";"2340 C";"#CF6F77";"207,111,119";"0,46,43,19"
"PANTONE";"2341 C";"#B66C6D";"182,108,109";"0,41,40,29"
"PANTONE";"2342 C";"#B65A65";"182,90,101";"0,51,45,29"
"PANTONE";"2343 C";"#A85566";"168,85,102";"0,49,39,34"
"PANTONE";"2344 C";"#F18070";"241,128,112";"0,47,54,5"
"PANTONE";"2345 C";"#FF6D6A";"255,109,106";"0,57,58,0"
"PANTONE";"2346 C";"#FF5869";"255,88,105";"0,65,59,0"
"PANTONE";"2347 C";"#E10600";"225,6,0";"0,97,100,12"
"PANTONE";"2348 C";"#E5554F";"229,85,79";"0,63,66,10"
"PANTONE";"2349 C";"#CA3604";"202,54,4";"0,73,98,21"
"PANTONE";"2350 C";"#AF231C";"175,35,28";"0,80,84,31"
"PANTONE";"2351 C";"#BD7AB3";"189,122,179";"0,35,5,26"
"PANTONE";"2352 C";"#B565A7";"181,101,167";"0,44,8,29"
"PANTONE";"2353 C";"#BF4DA5";"191,77,165";"0,60,14,25"
"PANTONE";"2354 C";"#924E8C";"146,78,140";"0,47,4,43"
"PANTONE";"2355 C";"#87037B";"135,3,123";"0,98,9,47"
"PANTONE";"2356 C";"#720062";"114,0,98";"0,100,14,55"
"PANTONE";"2357 C";"#621244";"98,18,68";"0,82,31,62"
"PANTONE";"2358 C";"#ADA4AE";"173,164,174";"1,6,0,32"
"PANTONE";"2359 C";"#7F7384";"127,115,132";"4,13,0,48"
"PANTONE";"2360 C";"#7B798E";"123,121,142";"13,15,0,44"
"PANTONE";"2361 C";"#70708D";"112,112,141";"21,21,0,45"
"PANTONE";"2362 C";"#6C6A81";"108,106,129";"16,18,0,49"
"PANTONE";"2363 C";"#605D75";"96,93,117";"18,21,0,54"
"PANTONE";"2364 C";"#66596C";"102,89,108";"6,18,0,58"
"PANTONE";"2366 C";"#6A6DCD";"106,109,205";"48,47,0,20"
"PANTONE";"2367 C";"#4F4CB1";"79,76,177";"55,57,0,31"
"PANTONE";"2368 C";"#4D49BE";"77,73,190";"59,62,0,25"
"PANTONE";"2369 C";"#3B3FB6";"59,63,182";"68,65,0,29"
"PANTONE";"2370 C";"#2F2A95";"47,42,149";"68,72,0,42"
"PANTONE";"2371 C";"#33058D";"51,5,141";"64,96,0,45"
"PANTONE";"2372 C";"#281E78";"40,30,120";"67,75,0,53"
"PANTONE";"2373 C";"#73829F";"115,130,159";"28,18,0,38"
"PANTONE";"2374 C";"#4D5F80";"77,95,128";"40,26,0,50"
"PANTONE";"2376 C";"#4E5B73";"78,91,115";"32,21,0,55"
"PANTONE";"2377 C";"#315470";"49,84,112";"56,25,0,56"
"PANTONE";"2378 C";"#384967";"56,73,103";"46,29,0,60"
"PANTONE";"2379 C";"#3B4559";"59,69,89";"34,22,0,65"
"PANTONE";"2380 C";"#28334A";"40,51,74";"46,31,0,71"
"PANTONE";"2381 C";"#5E93DB";"94,147,219";"57,33,0,14"
"PANTONE";"2382 C";"#008AD8";"0,138,216";"100,36,0,15"
"PANTONE";"2383 C";"#2774AE";"39,116,174";"78,33,0,32"
"PANTONE";"2384 C";"#0061A0";"0,97,160";"100,39,0,37"
"PANTONE";"2386 C";"#2D68C4";"45,104,196";"77,47,0,23"
"PANTONE";"2387 C";"#0762C8";"7,98,200";"97,51,0,22"
"PANTONE";"2388 C";"#0050B5";"0,80,181";"100,56,0,29"
"PANTONE";"2389 C";"#4C9FC8";"76,159,200";"62,21,0,22"
"PANTONE";"2390 C";"#077CAB";"7,124,171";"96,27,0,33"
"PANTONE";"2391 C";"#0081A6";"0,129,166";"100,22,0,35"
"PANTONE";"2392 C";"#166886";"22,104,134";"84,22,0,47"
"PANTONE";"2393 C";"#0092CB";"0,146,203";"100,28,0,20"
"PANTONE";"2394 C";"#008BCE";"0,139,206";"100,33,0,19"
"PANTONE";"2396 C";"#0099B2";"0,153,178";"100,14,0,30"
"PANTONE";"2397 C";"#00B7BD";"0,183,189";"100,3,0,26"
"PANTONE";"2398 C";"#00BAB3";"0,186,179";"100,0,4,27"
"PANTONE";"2399 C";"#00ACA0";"0,172,160";"100,0,7,33"
"PANTONE";"2400 C";"#00B097";"0,176,151";"100,0,14,31"
"PANTONE";"2401 C";"#34A798";"52,167,152";"69,0,9,35"
"PANTONE";"2402 C";"#009D85";"0,157,133";"100,0,15,38"
"PANTONE";"2403 C";"#00897B";"0,137,123";"100,0,10,46"
"PANTONE";"2404 C";"#A5B99C";"165,185,156";"11,0,16,27"
"PANTONE";"2406 C";"#819E87";"129,158,135";"18,0,15,38"
"PANTONE";"2407 C";"#6B8D73";"107,141,115";"24,0,18,45"
"PANTONE";"2408 C";"#497B55";"73,123,85";"41,0,31,52"
"PANTONE";"2409 C";"#4E6548";"78,101,72";"23,0,29,60"
"PANTONE";"2410 C";"#445A3E";"68,90,62";"24,0,31,65"
"PANTONE";"2411 C";"#1C4220";"28,66,32";"58,0,52,74"
"PANTONE";"2412 C";"#48D597";"72,213,151";"66,0,29,16"
"PANTONE";"2413 C";"#34B78F";"52,183,143";"72,0,22,28"
"PANTONE";"2414 C";"#00BB7E";"0,187,126";"100,0,33,27"
"PANTONE";"2416 C";"#00B176";"0,177,118";"100,0,33,31"
"PANTONE";"2417 C";"#249E6B";"36,158,107";"77,0,32,38"
"PANTONE";"2418 C";"#00873E";"0,135,62";"100,0,54,47"
"PANTONE";"2419 C";"#007C58";"0,124,88";"100,0,29,51"
"PANTONE";"2420 C";"#00C65E";"0,198,94";"100,0,53,22"
"PANTONE";"2421 C";"#30B700";"48,183,0";"74,0,100,28"
"PANTONE";"2422 C";"#00A82D";"0,168,45";"100,0,73,34"
"PANTONE";"2423 C";"#00AA13";"0,170,19";"100,0,89,33"
"PANTONE";"2424 C";"#279F00";"39,159,0";"75,0,100,38"
"PANTONE";"2426 C";"#008C15";"0,140,21";"100,0,85,45"
"PANTONE";"2427 C";"#025F1D";"2,95,29";"98,0,69,63"
"PANTONE";"3514 C";"#F6B700";"246,183,0";"0,26,100,4"
"PANTONE";"3596 C";"#DEBC8B";"222,188,139";"0,15,37,13"
"PANTONE";"3547 C";"#C59014";"197,144,20";"0,27,90,23"
"PANTONE";"3588 C";"#FF9425";"255,148,37";"0,42,85,0"
"PANTONE";"3564 C";"#EF6A00";"239,106,0";"0,56,100,6"
"PANTONE";"2428 C";"#DE882D";"222,136,45";"0,39,80,13"
"PANTONE";"2429 C";"#C25E1C";"194,94,28";"0,52,86,24"
"PANTONE";"2430 C";"#D7A179";"215,161,121";"0,25,44,16"
"PANTONE";"2431 C";"#DE9353";"222,147,83";"0,34,63,13"
"PANTONE";"2432 C";"#DE8C59";"222,140,89";"0,37,60,13"
"PANTONE";"2433 C";"#DB7B51";"219,123,81";"0,44,63,14"
"PANTONE";"2434 C";"#E3785E";"227,120,94";"0,47,59,11"
"PANTONE";"2435 C";"#C17059";"193,112,89";"0,42,54,24"
"PANTONE";"2436 C";"#B6533E";"182,83,62";"0,54,66,29"
"PANTONE";"3544 C";"#DFB8A7";"223,184,167";"0,17,25,13"
"PANTONE";"2444 C";"#DDA69D";"221,166,157";"0,25,29,13"
"PANTONE";"3519 C";"#E1A6AD";"225,166,173";"0,26,23,12"
"PANTONE";"3572 C";"#FF9DA2";"255,157,162";"0,38,36,0"
"PANTONE";"2445 C";"#DD878D";"221,135,141";"0,39,36,13"
"PANTONE";"2446 C";"#D0858B";"208,133,139";"0,36,33,18"
"PANTONE";"2447 C";"#B06F76";"176,111,118";"0,37,33,31"
"PANTONE";"2437 C";"#F2BFA0";"242,191,160";"0,21,34,5"
"PANTONE";"2438 C";"#E3A184";"227,161,132";"0,29,42,11"
"PANTONE";"2439 C";"#C48672";"196,134,114";"0,32,42,23"
"PANTONE";"2440 C";"#B59289";"181,146,137";"0,19,24,29"
"PANTONE";"2441 C";"#A86F5F";"168,111,95";"0,34,43,34"
"PANTONE";"2442 C";"#9F5F54";"159,95,84";"0,40,47,38"
"PANTONE";"2443 C";"#8E3A22";"142,58,34";"0,59,76,44"
"PANTONE";"2448 C";"#DA6254";"218,98,84";"0,55,61,15"
"PANTONE";"3556 C";"#EE3831";"238,56,49";"0,76,79,7"
"PANTONE";"3516 C";"#DC3513";"220,53,19";"0,76,91,14"
"PANTONE";"3546 C";"#CD001A";"205,0,26";"0,100,87,20"
"PANTONE";"3517 C";"#C10016";"193,0,22";"0,100,89,24"
"PANTONE";"3523 C";"#742E34";"116,46,52";"0,60,55,55"
"PANTONE";"2449 C";"#472426";"71,36,38";"0,49,46,72"
"PANTONE";"3568 C";"#F0C8D9";"240,200,217";"0,17,10,6"
"PANTONE";"3595 C";"#F1BCD5";"241,188,213";"0,22,12,5"
"PANTONE";"2450 C";"#D74388";"215,67,136";"0,69,37,16"
"PANTONE";"3527 C";"#D5419E";"213,65,158";"0,69,26,16"
"PANTONE";"3582 C";"#D173A6";"209,115,166";"0,45,21,18"
"PANTONE";"2451 C";"#B74271";"183,66,113";"0,64,38,28"
"PANTONE";"2452 C";"#C3366F";"195,54,111";"0,72,43,24"
"PANTONE";"2453 C";"#B996C3";"185,150,195";"5,23,0,24"
"PANTONE";"3520 C";"#B27BC4";"178,123,196";"9,37,0,23"
"PANTONE";"3559 C";"#8E51A8";"142,81,168";"15,52,0,34"
"PANTONE";"3593 C";"#9B6EB6";"155,110,182";"15,40,0,29"
"PANTONE";"3575 C";"#9672C4";"150,114,196";"23,42,0,23"
"PANTONE";"3543 C";"#A48DD1";"164,141,209";"22,33,0,18"
"PANTONE";"3515 C";"#61007D";"97,0,125";"22,100,0,51"
"PANTONE";"3558 C";"#919CD4";"145,156,212";"32,26,0,17"
"PANTONE";"3555 C";"#512179";"81,33,121";"33,73,0,53"
"PANTONE";"3583 C";"#511E84";"81,30,132";"39,77,0,48"
"PANTONE";"3574 C";"#5C4580";"92,69,128";"28,46,0,50"
"PANTONE";"3566 C";"#472B74";"71,43,116";"39,63,0,55"
"PANTONE";"3535 C";"#400186";"64,1,134";"52,99,0,47"
"PANTONE";"3542 C";"#31137C";"49,19,124";"60,85,0,51"
"PANTONE";"3506 C";"#1961AE";"25,97,174";"86,44,0,32"
"PANTONE";"3590 C";"#3C57A1";"60,87,161";"63,46,0,37"
"PANTONE";"3584 C";"#2E3E80";"46,62,128";"64,52,0,50"
"PANTONE";"3591 C";"#03257E";"3,37,126";"98,71,0,51"
"PANTONE";"3597 C";"#1C3775";"28,55,117";"76,53,0,54"
"PANTONE";"3581 C";"#22326E";"34,50,110";"69,55,0,57"
"PANTONE";"3524 C";"#2F2951";"47,41,81";"42,49,0,68"
"PANTONE";"3577 C";"#8ABADD";"138,186,221";"38,16,0,13"
"PANTONE";"3545 C";"#00BCE1";"0,188,225";"100,16,0,12"
"PANTONE";"3551 C";"#00A6C8";"0,166,200";"100,17,0,22"
"PANTONE";"3538 C";"#0094D5";"0,148,213";"100,31,0,16"
"PANTONE";"3553 C";"#006EB3";"0,110,179";"100,39,0,30"
"PANTONE";"2454 C";"#287DA1";"40,125,161";"75,22,0,37"
"PANTONE";"3526 C";"#7A939C";"122,147,156";"22,6,0,39"
"PANTONE";"2455 C";"#93BDB4";"147,189,180";"22,0,5,26"
"PANTONE";"3533 C";"#69DBC8";"105,219,200";"52,0,9,14"
"PANTONE";"3534 C";"#00B2A2";"0,178,162";"100,0,9,30"
"PANTONE";"2456 C";"#319C8A";"49,156,138";"69,0,12,39"
"PANTONE";"3560 C";"#00A497";"0,164,151";"100,0,8,36"
"PANTONE";"3557 C";"#007C80";"0,124,128";"100,3,0,50"
"PANTONE";"3541 C";"#00939D";"0,147,157";"100,6,0,38"
"PANTONE";"2457 C";"#8BAA99";"139,170,153";"18,0,10,33"
"PANTONE";"2458 C";"#689881";"104,152,129";"32,0,15,40"
"PANTONE";"2459 C";"#56B093";"86,176,147";"51,0,16,31"
"PANTONE";"2460 C";"#6AAFAA";"106,175,170";"39,0,3,31"
"PANTONE";"2461 C";"#259591";"37,149,145";"75,0,3,42"
"PANTONE";"2462 C";"#5A8D84";"90,141,132";"36,0,6,45"
"PANTONE";"2463 C";"#5B7671";"91,118,113";"23,0,4,54"
"PANTONE";"2464 C";"#79BE70";"121,190,112";"36,0,41,25"
"PANTONE";"2465 C";"#1E6F30";"30,111,48";"73,0,57,56"
"PANTONE";"3522 C";"#00892F";"0,137,47";"100,0,66,46"
"PANTONE";"3536 C";"#007737";"0,119,55";"100,0,54,53"
"PANTONE";"3500 C";"#006E33";"0,110,51";"100,0,54,57"
"PANTONE";"3537 C";"#00491E";"0,73,30";"100,0,59,71"
"PANTONE";"2466 C";"#2A514D";"42,81,77";"48,0,5,68"
"PANTONE";"3570 C";"#B1D600";"177,214,0";"17,0,100,16"
"PANTONE";"3507 C";"#AED000";"174,208,0";"16,0,100,18"
"PANTONE";"3561 C";"#79C300";"121,195,0";"38,0,100,24"
"PANTONE";"3501 C";"#4CAE04";"76,174,4";"56,0,98,32"
"PANTONE";"3529 C";"#1FA824";"31,168,36";"82,0,79,34"
"PANTONE";"3539 C";"#3E9A2C";"62,154,44";"60,0,71,40"
"PANTONE";"3508 C";"#5E7930";"94,121,48";"22,0,60,53"
"PANTONE";"3599 C";"#DAC287";"218,194,135";"0,11,38,15"
"PANTONE";"2467 C";"#B7926C";"183,146,108";"0,20,41,28"
"PANTONE";"2468 C";"#986A4C";"152,106,76";"0,30,50,40"
"PANTONE";"2469 C";"#8F583B";"143,88,59";"0,38,59,44"
"PANTONE";"2470 C";"#9A7F62";"154,127,98";"0,18,36,40"
"PANTONE";"2471 C";"#A58877";"165,136,119";"0,18,28,35"
"PANTONE";"2472 C";"#5F4029";"95,64,41";"0,33,57,63"
"PANTONE";"2473 C";"#C4B8BD";"196,184,189";"0,6,4,23"
"PANTONE";"2474 C";"#B0A198";"176,161,152";"0,9,14,31"
"PANTONE";"2475 C";"#A1877F";"161,135,127";"0,16,21,37"
"PANTONE";"2476 C";"#826B6A";"130,107,106";"0,18,18,49"
"PANTONE";"2477 C";"#705854";"112,88,84";"0,21,25,56"
"PANTONE";"2478 C";"#4C363A";"76,54,58";"0,29,24,70"
"PANTONE";"2479 C";"#3E342F";"62,52,47";"0,16,24,76"
"PANTONE";"4001 C";"#E9DB9C";"233,219,156";"0,6,33,9"
"PANTONE";"4002 C";"#DCC681";"220,198,129";"0,10,41,14"
"PANTONE";"4003 C";"#D5C897";"213,200,151";"0,6,29,16"
"PANTONE";"4004 C";"#C9B777";"201,183,119";"0,9,41,21"
"PANTONE";"4005 C";"#C0AD7B";"192,173,123";"0,10,36,25"
"PANTONE";"4006 C";"#BBA370";"187,163,112";"0,13,40,27"
"PANTONE";"4007 C";"#AD965F";"173,150,95";"0,13,45,32"
"PANTONE";"4008 C";"#F4AF23";"244,175,35";"0,28,86,4"
"PANTONE";"4009 C";"#F19C49";"241,156,73";"0,35,70,5"
"PANTONE";"4010 C";"#E56910";"229,105,16";"0,54,93,10"
"PANTONE";"4011 C";"#DE754C";"222,117,76";"0,47,66,13"
"PANTONE";"4012 C";"#EA733D";"234,115,61";"0,51,74,8"
"PANTONE";"4013 C";"#CC6C27";"204,108,39";"0,47,81,20"
"PANTONE";"4014 C";"#B86748";"184,103,72";"0,44,61,28"
"PANTONE";"4015 C";"#D3C763";"211,199,99";"0,6,53,17"
